"fact_id","weather_key","county_key","air_key","ypll","fair_poor_health","physically_unhealthy","mentally_unhealthy","smokers","obese","drinking","unemployed","uninsured"
741,41460,4575,4904,4812.2,10.37,3.13,2.77,16.72,16.5,16.96,4.3,18.5
742,41461,45343,4905,4808.4,10.2,3.1,2.7,16.4,17.0,17.7,6.6,19.4
743,41462,45344,4906,4806.5,10.7,3.1,2.8,16.8,18.6,17.1,7.4,15.5
744,41463,45345,4907,4960.3,10.5,3.1,2.8,16.4,18.6,17.2,6.8,15.6
745,41464,45346,4908,4960.3,10.3,3.0,3.1,14.8,19.3,16.4,6.44,15.04
746,41465,45347,4909,4779,10.3,3.0,3.1,14.8,19.9,16.4,5.43,14.77
747,41466,45348,4910,4677.5,9.8,3.1,2.8,12.7,18.9,20.6,4.27,14.13
748,41467,45349,4911,4738.4,10.03,2.89,3.42,13.1,18.7,21.03,3.3,10.28
749,41468,45350,4912,4945.3,10.37,2.95,3.18,12.61,17.8,21.51,2.83,6.99
750,41469,45351,4913,5144.3,10.37,2.95,3.18,12.61,18.8,21.51,2.43,7.28
751,41470,45352,4914,5076.9,11.68,3.39,3.58,12.67,20.2,21.98,2.81,7.42
752,41471,66961,4915,4994.9,11.22,3.19,3.85,14.52,20.9,23.16,2.35,7.09
753,41972,4619,4954,7279.5,11.7,3.19,3.08,20.83,19.9,14.11,3.9,16.7
754,41973,45383,4955,7166.7,11.8,3.3,3.2,21.3,20.4,17.3,8.8,20.7
755,41974,45384,4956,7120.7,13.5,3.5,3.3,20.5,22.4,17.5,10.6,18.1
756,41975,45385,4957,6800.4,14.0,3.5,3.6,20.4,22.4,17.9,9.6,20.0
757,41976,45386,4958,6800.4,14.1,3.7,3.5,20.1,22.3,18.2,9.2,18.06
758,41977,45387,4959,7065.4,14.1,3.7,3.5,20.1,23.2,18.2,8.1,17.04
759,41978,45388,4960,6854.9,12.0,3.1,3.3,15.6,23.0,17.9,6.17,17.54
760,41979,45389,4961,6687.4,12.96,3.35,3.3,16.02,23.5,18.08,5.55,12.98
761,41980,45390,4962,6764.5,14.77,3.71,3.92,17.2,22.3,19.59,5.39,10.76
762,41981,45391,4963,7233.8,14.77,3.71,3.92,17.2,22.7,19.59,3.98,9.33
763,41982,45392,4964,7097.4,14.09,3.67,3.75,15.64,23.5,19.73,4.09,9.54
764,41983,66965,4965,6914,15.57,3.88,4.3,18.61,25.8,20.11,3.43,10.16
765,42229,45403,4967,7363.9,21.8,4.5,3.5,25.8,20.6,31.3,6.6,24.5
766,42230,45404,4968,7538.4,23.0,4.5,3.7,26.3,23.8,30.0,9.5,20.1
767,42231,45405,4969,8449.1,19.9,3.7,2.8,26.0,23.8,30.1,8.5,18.1
768,42232,45406,4970,8449.1,16.1,4.2,3.2,21.9,24.1,25.9,7.74,18.45
769,42233,45407,4971,7440.8,16.1,4.2,3.2,21.9,27.2,25.9,6.24,17.6
770,42234,45408,4972,6591,11.9,3.4,3.1,16.3,26.2,19.5,5.74,17.79
771,42235,45409,4973,7392.1,12.42,3.29,3.3,15.88,25.8,17.99,4.52,12.4
772,42236,45410,4974,6933.8,13.92,3.36,3.38,15.53,25.1,18.56,4.04,10.52
773,42356,4652,4994,9578.8,16.56,3.66,4.05,23.13,19.0,14.09,5.4,18.7
774,42357,45413,4995,9716.3,15.8,3.5,4.0,21.7,21.2,17.7,7.8,23.7
775,42358,45414,4996,9106.3,15.3,3.3,4.1,20.5,19.1,18.6,9.2,23.3
776,42359,45415,4997,9078.7,15.1,3.2,4.0,20.4,19.1,17.0,8.5,21.9
777,42360,45416,4998,9078.7,14.8,3.0,3.9,18.7,21.8,16.6,8.54,22.27
778,42361,45417,4999,8496.7,14.8,3.0,3.9,18.7,20.8,16.6,7.56,22.42
779,42362,45418,5000,8829.1,12.1,3.3,3.3,16.5,22.0,17.2,6.11,22.91
780,42363,45419,5001,8943.2,13.61,3.78,3.59,16.49,21.7,16.92,5.62,17.5
781,42364,45420,5002,9099.8,16.54,4.03,4.28,17.34,22.3,17.06,5.03,14.79
782,42365,45421,5003,8688.2,16.54,4.03,4.28,17.34,24.3,17.06,4.0,13.49
783,42366,45422,5004,9029.4,15.43,3.9,4.29,15.91,27.7,16.66,4.74,13.8
784,42367,66968,5005,8740.7,17.75,4.29,4.23,20.15,28.2,20.55,4.23,13.06
785,42490,45428,5014,6554.1,14.5,3.4,3.2,15.8,20.1,15.6,6.83,22.54
786,42491,45429,5015,7113,14.22,3.55,3.48,15.13,19.7,16.09,5.07,15.78
787,42492,45430,5016,6434.9,14.91,3.55,3.64,13.97,20.0,15.7,4.21,13.16
788,43124,4707,5021,6474.1,11.84,2.73,2.66,18.15,16.5,18.16,4.8,21.1
789,43125,45463,5022,6084.1,8.5,2.8,3.0,16.6,16.6,18.6,7.2,21.3
790,43126,45464,5023,5058.5,8.6,3.0,2.9,15.3,18.6,18.3,8.9,15.3
791,43127,45465,5024,5369.2,11.5,3.1,3.3,15.7,18.6,19.4,7.8,18.9
792,43128,45466,5025,5369.2,12.8,3.1,3.4,15.7,18.4,20.8,7.54,17.74
793,43129,45467,5026,6043.8,12.8,3.1,3.4,15.7,20.3,20.8,6.51,17.95
794,43130,45468,5027,5197.5,9.4,2.8,2.9,13.3,19.9,18.8,4.64,17.7
795,43131,45469,5028,5246.7,9.73,2.85,2.99,13.84,20.5,18.94,3.43,11.76
796,43132,45470,5029,5291.2,9.86,2.81,3.17,14.62,19.3,20.45,2.84,8.84
797,43380,4729,5052,4194.8,9.67,2.56,2.66,6.6,13.5,25.72,3.4,22.6
798,43381,45483,5053,3836.7,8.0,2.4,2.6,8.5,13.7,33.0,6.3,25.2
799,43382,45484,5054,3856.2,5.7,1.8,2.4,7.4,14.4,30.4,8.1,14.8
800,43383,45485,5055,3696.1,6.1,1.9,2.5,7.8,14.4,29.9,7.8,20.1
801,43384,45486,5056,3696.1,NULL,1.8,2.7,NULL,14.2,26.3,7.38,17.84
802,43385,45487,5057,2835.3,NULL,1.8,2.7,NULL,13.3,26.3,6.5,17.85
803,43386,45488,5058,3424.6,8.7,2.6,2.8,12.8,13.7,21.1,4.89,18.2
804,43387,45489,5059,3958.4,9.59,2.79,3.0,13.26,14.9,19.63,3.84,13.74
805,43388,45490,5060,4603,9.6,2.96,3.14,12.7,15.4,23.2,3.39,11.18
806,43389,45491,5061,3046.9,9.6,2.96,3.14,12.7,15.3,23.2,3.09,12.05
807,43390,45492,5062,3079.4,10.59,2.94,3.26,12.27,14.2,20.11,3.85,12.25
808,43391,66975,5063,2872.7,9.85,2.67,3.18,11.99,14.7,24.46,3.11,11.73
809,43508,4740,5090,7242.6,25.0,5.48,4.69,19.63,20.1,10.17,4.5,22.0
810,43509,45493,5091,7705.2,26.4,5.3,4.6,19.1,20.2,12.2,6.3,25.4
811,43510,45494,5092,8062.6,25.9,4.5,4.1,19.2,22.4,11.6,6.6,25.4
812,43511,45495,5093,9547.2,22.1,3.6,3.6,19.2,22.4,11.3,5.8,24.3
813,43512,45496,5094,9547.2,22.0,4.1,3.7,19.1,25.5,11.4,6.53,22.65
814,43513,45497,5095,7999.7,22.0,4.1,3.7,19.1,26.3,11.4,5.74,21.36
815,43514,45498,5096,7611.2,18.1,3.9,3.7,16.7,26.8,16.2,4.77,22.3
816,43515,45499,5097,7801.1,17.97,3.8,3.55,16.0,26.1,16.43,4.08,17.39
817,43516,45500,5098,7157.5,18.19,3.71,3.75,16.54,27.2,17.49,3.27,13.79
818,43517,45501,5099,7352.7,18.19,3.71,3.75,16.54,29.4,17.49,2.62,12.94
819,43518,45502,5100,8230.3,17.47,3.85,3.99,15.04,33.8,16.95,3.32,14.1
820,43519,66976,5101,8271.3,20.21,4.21,4.26,19.4,35.9,18.17,2.62,13.95
821,43636,4751,5132,8434.9,16.28,3.89,3.88,25.27,23.3,14.99,6.2,13.2
822,43637,45503,5133,8337.3,16.6,3.9,3.8,24.2,23.3,14.5,8.7,15.4
823,43638,45504,5134,8730.3,17.9,4.1,3.7,24.3,23.8,14.7,10.4,17.8
824,43639,45505,5135,8766.8,17.2,4.1,3.6,22.8,23.8,15.0,10.2,17.4
825,43640,45506,5136,8766.8,17.3,4.2,3.9,23.0,26.6,14.4,10.67,15.33
826,43641,45507,5137,8685.6,17.3,4.2,3.9,23.0,26.5,14.4,9.62,16.02
827,43642,45508,5138,8552.4,17.5,3.9,3.6,17.0,26.3,14.8,7.34,15.39
828,43643,45509,5139,8658.1,19.01,4.32,3.67,15.92,25.9,15.66,5.65,11.52
829,43644,45510,5140,8629.8,22.05,4.62,4.19,17.14,27.1,15.81,4.86,9.11
830,43645,45511,5141,9152.5,22.05,4.62,4.19,17.14,28.0,15.81,4.33,7.84
831,43646,45512,5142,9771.2,22.52,4.18,4.32,16.43,29.4,15.86,4.91,8.43
832,43647,66977,5143,10008.6,20.09,4.22,4.45,20.02,31.0,18.19,4.1,8.92
833,43764,4762,5145,7436.8,18.32,4.2,3.34,18.81,15.7,14.92,2.7,23.2
834,43765,45513,5146,7027.8,20.2,3.9,3.2,16.8,16.5,18.8,5.1,27.6
835,43766,45514,5147,7088.8,18.6,2.9,2.7,18.5,20.3,17.1,6.6,17.2
836,43767,45515,5148,6177.6,18.4,2.9,3.0,16.5,20.3,15.7,5.5,18.7
837,43768,45516,5149,6177.6,16.2,3.1,3.3,14.5,21.1,17.9,6.0,18.33
838,43769,45517,5150,7596.8,16.2,3.1,3.3,14.5,22.2,17.9,5.38,16.66
839,43770,45518,5151,7405.1,11.4,3.1,3.1,15.1,22.7,19.8,5.82,16.72
840,43771,45519,5152,6625.5,11.9,3.15,3.24,16.01,22.6,18.23,5.28,12.31
841,43772,45520,5153,6185.2,11.87,3.05,3.35,14.09,23.8,20.46,5.14,9.92
842,43773,45521,5154,6820.7,11.87,3.05,3.35,14.09,20.8,20.46,3.86,9.44
843,43774,45522,5155,6568.3,12.57,3.27,3.67,14.13,25.9,19.71,4.45,9.17
844,43775,66978,5156,5625.1,15.27,3.76,4.13,18.87,23.2,20.83,3.68,8.4
845,44020,4784,5183,5241.3,4.32,1.36,1.55,15.13,13.0,29.91,3.4,22.8
846,44021,45533,5184,5214.9,3.5,1.5,1.8,13.8,11.7,33.9,6.9,23.2
847,44022,45534,5185,5288.1,5.3,1.8,2.0,9.9,13.7,34.5,9.4,15.3
848,44023,45535,5186,5600.1,6.5,1.9,2.3,10.2,13.7,30.6,8.2,17.1
849,44024,45536,5187,5600.1,5.8,1.8,2.2,9.8,13.4,26.5,7.29,15.84
850,44025,45537,5188,4527.8,5.8,1.8,2.2,9.8,14.7,26.5,5.79,15.39
851,44026,45538,5189,4622.6,9.0,2.6,2.9,12.6,14.1,22.8,4.19,15.77
852,44027,45539,5190,4435.5,8.86,2.72,2.99,14.03,14.3,22.41,3.23,11.58
853,44028,45540,5191,4865.1,9.84,2.89,3.35,12.41,13.6,22.74,2.67,8.1
854,44029,45541,5192,5559.9,9.84,2.89,3.35,12.41,14.2,22.74,2.38,8.4
855,44030,45542,5193,5682.9,10.96,3.09,3.67,14.35,15.6,22.89,2.7,8.46
856,44031,66980,5194,4591.7,11.18,3.06,3.58,14.46,16.1,24.0,2.18,9.06
857,44404,4817,5223,5992.2,4.62,1.29,2.91,NULL,14.9,NULL,4.0,31.6
858,44405,45563,5224,5369.8,3.6,1.2,3.6,NULL,15.3,NULL,6.3,33.2
859,44406,45564,5225,NULL,4.6,0.9,3.3,NULL,16.6,NULL,7.7,22.6
860,44407,45565,5226,NULL,4.5,0.9,3.3,12.6,16.6,NULL,7.5,26.4
861,44408,45566,5227,NULL,NULL,NULL,NULL,NULL,16.9,27.4,7.5,21.02
862,44409,45567,5228,3445.3,NULL,NULL,NULL,NULL,16.4,27.4,6.26,21.87
863,44410,45568,5229,5026,10.0,2.9,2.9,14.8,16.4,20.9,4.73,22.9
864,44411,45569,5230,4527.8,10.83,3.13,3.22,15.73,16.7,20.45,3.73,13.38
865,44412,45570,5231,4442.2,11.11,3.02,3.39,14.8,18.3,21.27,3.31,10.85
866,44413,45571,5232,NULL,11.11,3.02,3.39,14.8,17.6,21.27,2.85,11.47
867,44414,45572,5233,NULL,11.99,3.17,3.57,14.37,18.8,20.38,3.51,11.82
868,44415,66983,5234,NULL,10.98,2.98,3.39,13.38,16.2,22.2,2.76,12.35
869,44660,4839,5254,4952.2,6.97,1.92,1.29,11.94,12.7,28.7,3.8,26.6
870,44661,45583,5255,3650.8,7.0,1.9,1.3,10.6,13.0,NULL,6.4,30.1
871,44662,45584,5256,4021.9,6.4,2.0,1.7,8.9,15.1,NULL,7.8,20.0
872,44788,4850,5274,7071.8,7.59,2.91,3.21,20.72,17.9,9.95,5.5,17.1
873,44796,45600,5275,9256.2,9.06,2.69,3.12,13.51,21.6,19.75,3.78,7.8
874,45044,4872,5306,6401.9,15.3,3.36,2.91,18.19,23.0,15.96,5.3,21.6
875,45045,45613,5307,5938.6,16.1,3.3,2.9,18.0,23.9,16.7,8.7,22.3
876,45046,45614,5308,5860.9,15.8,3.2,2.9,18.3,25.3,16.2,10.2,19.0
877,45047,45615,5309,5730.2,15.4,3.2,2.9,17.8,25.3,16.8,9.3,19.0
878,45048,45616,5310,5730.2,15.4,3.3,3.0,17.8,25.6,17.2,8.73,17.77
879,45049,45617,5311,5786.9,15.4,3.3,3.0,17.8,25.3,17.2,7.14,19.13
880,45050,45618,5312,5770.6,13.4,3.3,3.1,15.5,25.5,18.4,4.51,17.12
881,45051,45619,5313,5859.5,14.01,3.26,3.28,15.82,26.0,17.52,3.83,12.15
882,45052,45620,5314,5873.7,14.01,3.25,3.49,15.52,26.4,20.56,3.44,8.44
883,45053,45621,5315,5886.3,14.01,3.25,3.49,15.52,26.4,20.56,2.67,8.73
884,45054,45622,5316,5794,13.56,3.25,3.72,13.75,29.0,17.9,3.01,9.4
885,45055,66988,5317,5791,15.01,3.59,3.95,16.99,29.2,19.21,2.55,9.41
886,45812,5741,5349,4983.5,11.45,2.81,2.88,14.57,17.9,16.78,5.2,13.4
887,45813,54193,5350,4971.2,11.2,2.8,2.9,13.9,18.4,19.5,7.8,13.0
888,45814,54194,5351,4864,10.7,2.7,2.8,12.8,18.3,19.7,8.3,11.4
889,45815,54195,5352,4541.2,10.3,2.6,2.8,12.2,18.3,20.4,8.0,12.0
890,45816,54196,5353,4541.2,10.0,2.6,2.8,12.0,18.6,20.6,7.62,11.71
891,45817,54197,5354,4459.1,10.0,2.6,2.8,12.0,19.6,20.6,7.07,12.1
892,45818,54198,5355,4426.8,11.8,2.8,3.2,14.2,20.8,18.3,6.17,13.32
893,45819,54199,5356,4367.2,13.56,3.09,3.46,12.17,21.4,20.63,5.28,10.52
894,45820,54200,5357,4234,11.07,2.9,3.21,10.45,21.4,19.85,4.8,9.24
895,45821,54201,5358,4478.4,11.07,2.9,3.21,10.45,21.6,19.85,4.51,7.88
896,45822,54202,5359,4529.4,10.6,2.64,3.04,10.16,21.3,19.4,3.96,8.9
897,45823,66305,5360,4441.6,11.92,3.2,3.56,11.68,21.2,21.8,3.63,8.27
898,45940,5752,5391,6248,11.14,2.91,3.09,17.42,22.1,15.51,6.1,11.8
899,45941,54203,5392,6323.1,10.7,3.0,3.1,16.9,22.6,17.6,8.7,12.1
900,45942,54204,5393,6085.9,10.7,2.9,3.1,16.1,24.1,17.7,9.7,9.9
901,45943,54205,5394,5808.4,10.8,2.9,3.1,15.5,24.1,17.8,9.2,10.0
902,45944,54206,5395,5808.4,10.9,3.0,3.1,15.0,24.6,17.7,8.73,10.0
903,45945,54207,5396,5746.3,10.9,3.0,3.1,15.0,26.1,17.7,8.09,9.88
904,45946,54208,5397,5650.5,12.9,3.1,3.4,12.6,26.5,17.0,6.87,10.29
905,45947,54209,5398,5589.2,13.67,3.39,3.68,13.76,26.8,17.26,5.86,6.84
906,45948,54210,5399,5640.4,12.85,3.19,3.48,12.59,26.3,18.31,5.35,5.77
907,45949,54211,5400,6001.9,12.85,3.19,3.48,12.59,25.8,18.31,4.84,4.98
908,45950,54212,5401,6084.3,13.04,3.04,3.68,11.36,26.2,15.66,4.24,5.44
909,45951,66306,5402,6153.8,13.8,3.37,3.86,14.2,27.2,19.14,3.88,5.27
910,46068,5763,5426,5509.2,10.46,3.14,3.25,18.36,21.1,15.17,5.3,10.7
911,46069,54213,5427,5431.4,10.4,3.2,3.2,18.4,20.3,17.2,8.2,11.7
912,46070,54214,5428,5284.8,9.6,3.0,3.1,17.7,20.2,17.1,8.8,9.5
913,46071,54215,5429,5190.6,9.6,3.1,3.1,18.2,20.2,17.9,8.2,9.0
914,46072,54216,5430,5190.6,9.2,3.1,3.0,17.2,21.9,18.7,7.73,8.47
915,46073,54217,5431,5324.5,9.2,3.1,3.0,17.2,23.5,18.7,7.19,9.19
916,46074,54218,5432,5511.7,9.3,2.5,3.2,13.3,22.9,19.4,5.94,9.78
917,46075,54219,5433,5824.7,10.63,3.1,3.58,12.59,23.9,19.44,5.03,6.97
918,46076,54220,5434,5768.2,8.83,2.62,3.32,12.07,25.0,18.81,4.64,5.65
919,46077,54221,5435,5650.3,8.83,2.62,3.32,12.07,27.2,18.81,4.31,4.65
920,46078,54222,5436,5933,10.68,2.76,3.58,12.06,27.7,17.63,3.82,5.13
921,46079,66307,5437,6668.1,11.33,3.18,3.94,14.97,26.7,21.14,3.46,5.28
922,46196,5774,5468,4906.1,9.9,2.73,3.35,16.19,21.1,16.68,4.8,10.8
923,46197,54223,5469,4847,10.1,2.7,3.2,16.7,22.8,19.2,6.9,10.8
924,46198,54224,5470,4926.8,10.1,2.7,3.1,15.6,23.3,18.8,7.7,7.8
925,46199,54225,5471,4899,10.0,2.8,3.3,15.1,23.3,18.4,7.6,8.4
926,46200,54226,5472,4899,9.4,2.8,3.2,15.0,23.9,19.1,7.08,7.8
927,46201,54227,5473,4984.9,9.4,2.8,3.2,15.0,23.5,19.1,6.69,8.27
928,46202,54228,5474,4950.3,9.2,2.6,3.4,13.2,23.6,20.4,5.63,8.24
929,46203,54229,5475,4913.6,9.95,2.94,3.58,12.45,24.1,19.25,4.79,5.51
930,46204,54230,5476,5080.9,10.19,2.78,3.21,11.34,24.1,19.18,4.38,4.49
931,46205,54231,5477,5433.8,10.19,2.78,3.21,11.34,24.8,19.18,4.05,3.93
932,46206,54232,5478,5466.1,10.38,3.0,3.65,11.32,25.5,19.08,3.51,4.09
933,46207,66308,5479,5365.5,11.08,3.23,3.97,13.24,26.9,22.68,3.19,4.09
934,46324,5785,5510,6540.4,12.75,3.29,3.27,18.44,24.0,15.26,6.3,11.5
935,46325,54233,5511,6325.2,12.6,3.3,3.3,17.6,25.3,17.8,8.9,13.5
936,46326,54234,5512,6264.4,12.1,3.2,3.4,17.2,26.9,18.3,10.1,10.3
937,46327,54235,5513,6029.9,12.4,3.2,3.4,16.4,26.9,18.6,9.7,10.5
938,46328,54236,5514,6029.9,12.4,3.3,3.5,16.0,27.4,18.9,9.18,9.89
939,46329,54237,5515,5760.7,12.4,3.3,3.5,16.0,26.9,18.9,8.57,11.16
940,46330,54238,5516,5754.3,12.6,2.9,3.5,13.9,26.3,16.4,7.22,10.71
941,46331,54239,5517,5673.1,15.35,3.47,3.8,13.71,26.5,17.71,6.14,7.96
942,46332,54240,5518,5818.3,12.92,3.23,3.76,13.65,27.0,17.82,5.47,7.02
943,46333,54241,5519,6179.3,12.92,3.23,3.76,13.65,27.1,17.82,5.03,5.6
944,46334,54242,5520,6218.8,14.44,3.29,3.78,12.84,28.1,18.55,4.4,5.69
945,46335,66309,5521,6336.8,15.34,3.76,4.25,15.66,28.8,20.4,3.92,6.16
946,46452,5796,5552,6284.2,11.29,3.1,3.11,19.51,22.4,15.87,5.5,10.1
947,46453,54243,5553,5982.6,10.7,3.0,3.0,19.4,23.5,18.3,7.7,11.6
948,46454,54244,5554,5991.6,10.9,3.0,3.0,19.0,23.6,18.3,8.7,9.3
949,46455,54245,5555,5533.6,10.9,3.0,2.9,18.0,23.6,18.0,8.6,9.6
950,46456,54246,5556,5533.6,10.7,3.0,2.9,17.7,25.0,19.0,8.47,9.02
951,46457,54247,5557,5452.3,10.7,3.0,2.9,17.7,26.3,19.0,7.91,9.54
952,46458,54248,5558,5753.8,10.9,2.8,3.5,13.5,26.7,19.7,6.74,9.17
953,46459,54249,5559,5673.1,11.94,3.09,3.48,13.71,27.6,19.07,5.81,6.92
954,46460,54250,5560,5761.2,12.13,3.21,3.74,13.26,28.7,18.52,5.04,5.46
955,46461,54251,5561,6229.7,12.13,3.21,3.74,13.26,29.6,18.52,4.48,4.53
956,46462,54252,5562,6399.8,11.55,3.12,3.45,12.35,29.6,17.85,3.95,5.01
957,46463,66310,5563,6592.6,13.61,3.59,4.19,15.74,30.4,22.42,3.61,5.48
958,46580,5807,5594,4376.4,9.49,2.89,3.12,17.11,21.1,16.93,4.8,11.4
959,46581,54253,5595,4325.2,9.1,2.8,3.0,16.1,22.5,18.2,6.9,12.2
960,46582,54254,5596,4518.8,9.2,2.8,3.0,15.7,22.5,17.0,7.8,7.8
961,46583,54255,5597,4371.4,8.9,2.7,3.0,14.9,22.5,19.2,7.4,7.6
962,46584,54256,5598,4371.4,9.3,2.9,2.8,13.8,23.4,18.9,7.23,7.31
963,46585,54257,5599,4371,9.3,2.9,2.8,13.8,24.0,18.9,6.73,6.96
964,46586,54258,5600,4257.3,9.4,2.5,3.2,13.5,24.0,22.5,5.63,7.72
965,46587,54259,5601,4454.2,11.54,2.97,3.26,12.52,24.8,22.25,4.8,5.56
966,46588,54260,5602,4510.8,9.76,2.79,3.56,12.34,23.9,21.58,4.37,4.15
967,46589,54261,5603,4664.4,9.76,2.79,3.56,12.34,24.4,21.58,4.0,3.59
968,46590,54262,5604,5008.4,10.47,3.13,3.34,10.54,24.9,19.05,3.58,3.74
969,46591,66311,5605,5067.8,10.86,3.23,3.9,14.31,26.3,19.73,3.26,4.04
970,46708,5818,5628,6677.6,12.71,3.7,3.18,23.03,26.6,16.86,6.7,11.1
971,46709,54263,5629,6305,12.0,3.7,3.2,21.1,28.4,17.7,9.1,12.0
972,46710,54264,5630,6315.8,11.9,3.6,3.3,20.0,30.2,17.0,10.3,11.1
973,46711,54265,5631,6289.2,12.2,3.5,3.0,18.4,30.2,17.0,9.8,10.4
974,46712,54266,5632,6289.2,12.2,3.4,3.2,18.0,30.0,16.8,9.52,10.12
975,46713,54267,5633,6047.6,12.2,3.4,3.2,18.0,30.3,16.8,8.66,10.41
976,46714,54268,5634,6077.5,12.3,3.2,3.5,15.4,28.9,19.3,7.3,11.3
977,46715,54269,5635,6000.6,13.43,3.51,3.68,16.89,29.6,19.48,6.21,7.35
978,46716,54270,5636,6365.7,12.86,3.33,4.04,16.42,29.2,22.34,5.45,5.97
979,46717,54271,5637,6923.6,12.86,3.33,4.04,16.42,31.1,22.34,5.02,5.1
980,46718,54272,5638,7089.7,13.39,3.12,3.86,14.36,30.3,17.23,4.52,5.6
981,46719,66312,5639,7206.4,15.49,3.78,4.11,16.44,31.0,18.73,4.02,5.36
982,66164,24419,5670,8453.8,14.6,3.68,3.61,23.92,31.2,15.13,4.7,13.5
983,66165,35663,5671,8205.7,14.8,3.7,3.6,23.0,32.4,16.3,7.9,15.1
984,66166,35664,5672,8202.4,15.1,3.8,3.6,22.3,32.7,16.0,8.4,12.9
985,66167,35665,5673,8337.8,15.0,3.8,3.6,21.9,32.7,16.4,7.4,10.7
986,66168,35666,5674,8337.8,14.7,3.7,3.5,21.2,33.8,16.1,7.55,10.52
987,66169,35667,5675,7885.5,14.7,3.7,3.5,21.2,32.7,16.1,6.92,9.8
988,66170,35668,5676,7781.6,15.7,3.6,3.8,18.2,33.2,15.3,6.35,10.36
989,66171,35669,5677,8161.8,16.99,3.48,4.04,19.02,32.8,15.42,5.4,9.24
990,66172,35670,5678,8121.8,16.87,3.54,3.68,18.17,33.6,16.45,4.75,6.91
991,66173,35671,5679,7986.3,16.87,3.54,3.68,18.17,33.8,16.45,4.97,7.58
992,66174,35672,5680,7952.5,18.96,4.1,4.68,16.82,35.4,16.58,4.15,6.41
993,66175,67036,5681,8103.7,21.02,4.51,4.75,19.72,38.4,19.94,4.17,6.99
994,66292,24430,5712,7511.8,12.23,3.26,3.45,20.25,26.7,19.57,4.7,12.2
995,66293,35673,5713,7331.5,11.6,3.2,3.4,19.2,27.2,20.8,8.1,12.1
996,66294,35674,5714,7352.8,11.6,3.2,3.4,18.4,27.1,20.9,8.6,10.6
997,66295,35675,5715,7270,11.1,3.1,3.2,17.2,27.1,21.3,7.3,10.8
998,66296,35676,5716,7270,11.0,3.1,3.2,16.4,26.7,21.6,7.02,10.42
999,66297,35677,5717,7334.7,11.0,3.1,3.2,16.4,25.9,21.6,6.68,9.82
1000,66298,35678,5718,7228.8,12.9,3.3,3.5,17.3,26.8,19.3,5.55,9.97
1001,66299,35679,5719,6940.2,15.68,3.36,3.66,15.85,27.7,18.12,4.74,8.56
1002,66300,35680,5720,6882.9,14.59,3.3,3.76,16.77,29.2,19.45,4.29,6.09
1003,66301,35681,5721,7441.1,14.59,3.3,3.76,16.77,28.8,19.45,4.5,5.73
1004,66302,35682,5722,7701.2,16.8,3.77,4.17,15.24,28.7,19.44,3.66,5.6
1005,66303,67037,5723,7917.7,16.6,3.68,4.32,18.39,30.2,19.23,3.68,5.89
1006,66420,24441,5754,8357.3,14.68,3.5,3.34,22.72,28.9,15.4,4.9,18.8
1007,66421,35683,5755,8320.3,14.6,3.4,3.3,22.1,28.9,17.3,8.1,19.7
1008,66422,35684,5756,8445.8,14.1,3.4,3.3,21.7,29.4,17.3,8.3,15.6
1009,66423,35685,5757,7689.5,14.1,3.5,3.3,20.7,29.4,17.6,7.3,14.7
1010,66424,35686,5758,7689.5,14.6,3.5,3.4,19.8,29.9,17.9,7.04,14.04
1011,66425,35687,5759,7149.9,14.6,3.5,3.4,19.8,30.7,17.9,6.66,12.33
1012,66426,35688,5760,7115.8,15.5,3.6,3.5,17.3,31.2,14.4,5.74,14.12
1013,66427,35689,5761,7051.1,15.92,3.6,3.69,17.25,31.0,14.05,4.96,11.48
1014,66428,35690,5762,7336.2,16.41,3.3,3.63,17.56,31.6,15.3,4.38,9.38
1015,66429,35691,5763,7965.1,16.41,3.3,3.63,17.56,32.4,15.3,4.57,8.92
1016,66430,35692,5764,8084.8,17.81,3.72,4.13,16.09,32.9,16.43,3.75,7.15
1017,66431,67038,5765,8066.8,18.89,4.26,4.34,19.05,33.3,20.31,3.77,9.08
1018,71796,65,5796,11660.7,12.8,3.08,2.94,19.23,22.0,16.99,7.0,13.8
1019,71797,47083,5797,11357.8,12.8,3.0,2.9,18.5,21.2,19.5,10.2,13.4
1020,71798,47084,5798,11066.1,12.6,2.9,2.9,17.6,21.5,19.0,9.9,8.2
1021,71799,47085,5799,9869.9,12.4,2.9,2.9,16.7,21.5,19.3,10.2,9.0
1022,71800,47086,5800,9869.9,12.2,2.9,2.9,15.7,21.0,19.6,8.94,8.28
1023,71801,47087,5801,8239.1,12.2,2.9,2.9,15.7,21.5,19.6,8.31,6.98
1024,71802,47088,5802,7782.4,12.7,2.8,3.2,15.8,22.1,24.9,7.79,7.58
1025,71803,47089,5803,7666.9,12.62,3.22,3.35,16.24,22.4,26.16,6.91,5.94
1026,71804,47090,5804,7713.4,13.03,3.01,3.54,16.69,22.8,28.0,6.01,4.3
1027,71805,47091,5805,8132.4,13.03,3.01,3.54,16.69,23.1,28.0,6.05,4.08
1028,71806,47092,5806,8111.3,13.03,2.89,3.56,15.97,23.5,27.31,5.55,4.3
1029,71807,67959,5807,7955.7,14.69,3.28,4.17,15.38,24.0,23.45,5.49,3.55
1030,84852,16389,5835,7562.9,12.13,3.58,3.34,19.31,24.6,16.82,4.2,25.5
