"fact_id","weather_key","county_key","air_key","ypll","fair_poor_health","physically_unhealthy","mentally_unhealthy","smokers","obese","drinking","unemployed","uninsured"
296,21494,46874,1385,8240.8,16.4,3.5,3.4,18.2,29.7,18.5,12.0,19.5
297,21495,46875,1386,6587.9,17.1,3.6,3.4,17.3,29.7,19.2,10.3,19.3
298,21496,46876,1387,6587.9,17.0,3.5,3.5,17.3,31.4,18.1,8.86,19.42
299,21497,46877,1388,6429.7,17.0,3.5,3.5,17.3,30.2,18.1,8.6,19.58
300,21498,46878,1389,6425.3,18.2,3.9,3.6,17.0,29.9,16.2,7.23,19.82
301,21499,46879,1390,6476.4,17.41,3.75,4.08,16.03,31.6,16.28,6.33,14.34
302,21500,46880,1391,6651.9,19.57,4.51,3.98,15.1,32.6,15.74,5.48,12.63
303,21501,46881,1392,6901.7,19.57,4.51,3.98,15.1,33.0,15.74,5.02,11.33
304,21502,46882,1393,6770.1,20.09,4.23,4.18,16.27,32.6,16.13,5.02,11.03
305,21503,66421,1394,6941.8,22.14,4.98,4.58,18.86,34.2,19.2,4.89,12.2
306,21620,28346,1421,5969.3,18.41,2.54,2.42,18.57,21.6,13.23,10.0,24.0
307,21621,46883,1422,5654.7,17.4,2.5,2.5,17.3,21.0,16.9,14.6,29.8
308,21622,46884,1423,5589.3,17.1,2.6,2.6,17.9,21.8,17.6,16.3,24.2
309,21623,46885,1424,5134.9,18.6,2.7,2.6,19.5,21.8,18.6,17.1,23.9
310,21624,46886,1425,5134.9,17.8,2.8,2.9,17.3,20.1,17.4,17.25,26.15
311,21625,46887,1426,4806.2,17.8,2.8,2.9,17.3,20.5,17.4,18.0,26.63
312,21626,46888,1427,4806.3,24.5,4.1,3.8,15.4,21.2,14.7,13.16,24.35
313,21627,46889,1428,4870.3,27.7,4.56,4.18,15.87,23.0,13.22,11.51,20.69
314,21628,46890,1429,4416.9,25.37,4.65,3.93,15.6,23.7,13.85,9.91,15.02
315,21629,46891,1430,4892.3,25.37,4.65,3.93,15.6,23.3,13.85,9.51,14.92
316,21630,46892,1431,5084.2,26.58,4.51,4.36,14.57,26.9,14.14,9.33,13.99
317,21631,66422,1432,5632.4,27.78,4.6,4.18,15.66,30.1,16.57,8.52,17.42
318,21748,28357,1459,7962.2,18.97,4.24,3.98,20.33,17.7,11.61,5.6,26.4
319,21749,46893,1460,8049.9,18.1,4.1,4.1,20.6,20.1,14.7,9.5,23.5
320,21750,46894,1461,7702.6,17.4,3.9,4.1,20.0,21.5,14.9,10.5,19.7
321,21751,46895,1462,7371.8,18.0,4.0,4.1,19.6,21.5,14.5,10.0,20.0
322,21752,46896,1463,7371.8,17.7,4.2,4.1,19.3,23.4,14.1,8.59,19.15
323,21753,46897,1464,7737.4,17.7,4.2,4.1,19.3,25.9,14.1,8.05,21.78
324,21754,46898,1465,8236.2,14.1,3.6,3.6,14.7,24.7,15.2,6.34,21.97
325,21755,46899,1466,8600.3,14.53,3.67,3.86,14.44,25.3,15.35,5.57,18.11
326,21756,46900,1467,8546.4,14.28,3.66,3.77,15.25,23.3,16.48,4.86,13.2
327,21757,46901,1468,8042.7,14.28,3.66,3.77,15.25,23.8,16.48,4.5,12.78
328,21758,46902,1469,7756,15.4,4.12,4.46,17.07,23.0,16.69,4.47,12.92
329,21759,66423,1470,7944.8,16.7,4.27,4.36,17.94,24.3,21.61,4.44,15.06
330,21876,28368,1502,6328.9,19.97,3.6,2.93,15.71,25.7,17.05,17.1,19.7
331,21877,46903,1503,6542.8,21.8,3.7,3.0,15.0,26.6,16.9,21.3,27.8
332,21878,46904,1504,6254.2,21.7,3.7,2.9,13.7,29.4,14.8,25.3,23.6
333,21879,46905,1505,5842.9,22.5,3.8,3.0,13.8,29.4,15.0,27.1,23.9
334,21880,46906,1506,5842.9,22.6,4.0,3.1,14.0,31.1,14.1,27.47,24.14
335,21881,46907,1507,5853.5,22.6,4.0,3.1,14.0,31.2,14.1,27.65,27.35
336,21882,46908,1508,5951.1,23.5,4.1,3.9,14.9,30.4,15.9,23.31,23.96
337,21883,46909,1509,6059.8,25.07,4.37,4.1,14.83,30.5,15.44,21.82,19.41
338,21884,46910,1510,6076.9,25.93,4.88,4.03,14.9,31.0,15.48,18.6,17.44
339,21885,46911,1511,5834.2,25.93,4.88,4.03,14.9,33.1,15.48,17.05,15.14
340,21886,46912,1512,6104.1,22.73,4.1,3.7,13.33,36.9,17.71,17.04,14.2
341,21887,66424,1513,6291.4,26.1,4.45,4.02,16.67,37.9,17.41,16.42,13.74
342,27636,32262,1539,12292.1,29.63,4.19,3.59,26.19,33.3,8.34,9.2,18.2
343,27637,51473,1540,12220.8,29.0,4.2,4.1,24.2,34.8,9.9,14.7,21.6
344,27638,51474,1541,10221.5,29.7,4.6,4.1,22.5,36.1,10.2,16.6,18.7
345,27639,51475,1542,11046.1,29.0,4.5,4.4,22.2,36.1,13.3,10.8,19.0
346,27640,51476,1543,11046.1,28.7,4.3,4.0,22.0,35.4,11.5,7.66,19.66
347,27641,51477,1544,10967.2,28.7,4.3,4.0,22.0,35.1,11.5,6.65,19.44
348,27642,51478,1545,10678,21.1,4.6,4.2,22.4,34.0,13.9,5.42,17.98
349,27643,51479,1546,10337.7,24.17,4.8,4.37,20.5,33.8,12.87,4.39,12.9
350,27644,51480,1547,11173.2,24.36,4.71,4.93,19.47,31.9,12.98,3.46,10.48
351,27645,51481,1548,11515.6,24.36,4.71,4.93,19.47,33.0,12.98,3.26,8.9
352,27646,51482,1549,11452.2,23.12,4.79,4.68,20.08,30.6,13.74,3.4,8.92
353,27647,68670,1550,10791.3,27.72,5.47,5.13,24.55,35.0,14.87,3.03,8.78
354,27764,32273,1571,9936.5,22.36,4.9,4.48,31.76,34.6,14.0,7.2,17.8
355,27765,51483,1572,10456.3,24.7,5.6,4.5,29.1,35.7,12.1,9.9,19.9
356,27766,51484,1573,11236.9,24.6,5.2,4.2,28.1,39.2,11.2,10.1,19.7
357,27767,51485,1574,10381.4,26.4,4.6,3.6,25.8,39.2,10.4,11.2,19.9
358,27768,51486,1575,10381.4,25.2,4.2,3.0,29.9,38.0,NULL,12.47,19.31
359,27769,51487,1576,10281.4,25.2,4.2,3.0,29.9,36.1,NULL,11.77,18.58
360,27770,51488,1577,10590.6,24.1,5.1,4.5,24.4,39.8,12.8,9.39,17.27
361,27771,51489,1578,10435,25.09,4.65,4.37,21.13,42.1,12.06,7.97,11.72
362,27772,51490,1579,10110.7,23.49,4.79,4.81,20.11,42.1,13.25,6.32,10.08
363,27773,51491,1580,10396.2,23.49,4.79,4.81,20.11,40.1,13.25,5.73,8.13
364,27774,51492,1581,9976,24.02,4.79,4.88,20.45,42.6,12.67,5.47,9.2
365,27775,68671,1582,9988.6,27.66,5.57,5.45,25.56,42.0,16.08,5.39,9.6
366,28029,51511,1583,6338.8,19.91,4.43,4.39,17.58,31.9,17.33,2.9,9.99
367,28916,32361,1610,8766.2,18.67,4.08,3.3,15.85,31.5,13.7,5.4,23.4
368,28917,51563,1611,8670,19.2,3.9,3.2,16.2,31.3,13.6,7.4,26.5
369,28918,51564,1612,8677.1,17.9,4.1,3.5,16.6,33.8,10.2,8.1,21.9
370,28919,51565,1613,8241.6,21.9,4.5,3.1,14.7,33.8,9.4,9.5,20.8
371,28920,51566,1614,8241.6,21.9,4.0,2.6,11.9,32.6,NULL,9.31,21.12
372,28921,51567,1615,10412.6,21.9,4.0,2.6,11.9,32.5,NULL,9.01,18.47
373,28922,51568,1616,9988.4,22.4,4.7,4.4,23.2,31.8,15.4,7.03,17.58
374,28923,51569,1617,9824.4,23.01,4.74,4.28,19.87,34.3,13.57,5.72,12.21
375,28924,51570,1618,8731.7,23.31,4.94,5.0,20.56,34.2,14.72,4.45,10.39
376,28925,51571,1619,9509.6,23.31,4.94,5.0,20.56,32.8,14.72,3.98,8.48
377,28926,51572,1620,9843.2,23.74,4.82,4.68,19.34,26.9,14.86,3.82,7.21
378,28927,68679,1621,8398.2,22.96,4.8,4.99,21.12,26.4,15.48,3.8,8.67
379,29692,51630,1637,8936,21.04,4.46,4.8,20.97,35.6,14.26,3.26,10.58
380,29693,51631,1638,8356.7,21.04,4.46,4.8,20.97,36.6,14.26,2.98,9.51
381,29940,32449,1664,12731.9,22.13,3.77,4.76,26.11,34.2,11.85,7.4,15.0
382,29941,51643,1665,12985.9,21.9,3.9,4.8,24.6,36.4,11.9,10.1,20.8
383,29942,51644,1666,12810.6,21.5,3.7,4.7,24.2,37.5,10.7,11.1,19.3
384,29943,51645,1667,13081.6,22.3,4.4,4.5,23.3,37.5,11.1,12.6,18.6
385,29944,51646,1668,13081.6,20.8,5.0,4.2,23.6,38.1,11.8,11.15,18.33
386,29945,51647,1669,12604.1,20.8,5.0,4.2,23.6,38.2,11.8,10.83,17.71
387,29946,51648,1670,12332.3,25.9,5.2,4.6,26.1,38.4,12.8,7.28,16.3
388,29947,51649,1671,11955.2,28.51,5.24,4.41,23.54,38.8,11.52,6.36,11.91
389,29948,51650,1672,11466.2,25.02,5.04,5.0,24.0,40.4,13.48,4.59,8.49
390,29949,51651,1673,12013.3,25.02,5.04,5.0,24.0,41.1,13.48,4.29,7.26
391,29950,51652,1674,12729.5,25.87,4.91,4.84,23.31,41.3,12.55,4.31,7.99
392,29951,68687,1675,13013.4,29.82,5.7,5.55,24.09,37.0,13.42,4.25,8.37
393,30580,32504,1687,7648.6,19.42,4.02,3.39,18.63,29.1,13.09,4.4,20.4
394,30581,51693,1688,7912.7,17.9,3.9,3.3,18.2,29.4,12.7,6.4,24.3
395,30582,51694,1689,7651.2,18.1,4.2,3.2,18.8,32.5,12.7,7.4,16.4
396,30964,32537,1710,11260.1,19.04,4.27,4.16,26.98,26.6,11.76,5.2,22.2
397,30965,51723,1711,10920.4,19.5,4.4,4.3,26.5,27.1,14.5,7.1,25.6
398,30966,51724,1712,10104,18.1,4.3,5.2,27.0,27.7,14.7,8.1,21.2
399,30967,51725,1713,9962.4,18.2,4.2,5.3,25.7,27.7,15.2,8.3,23.2
400,30968,51726,1714,9962.4,18.7,4.2,5.3,27.7,28.3,17.4,7.5,22.98
401,30969,51727,1715,10279.3,18.7,4.2,5.3,27.7,30.9,17.4,7.82,21.37
402,30970,51728,1716,10491.5,19.8,4.7,4.3,23.2,31.0,13.7,6.4,21.39
403,30971,51729,1717,10448.3,21.42,4.75,4.35,20.42,32.3,13.1,5.66,15.25
404,30972,51730,1718,10376,21.17,4.92,4.95,18.79,30.5,14.92,4.34,12.88
405,30973,51731,1719,10995.2,21.17,4.92,4.95,18.79,31.2,14.92,4.01,10.21
406,30974,51732,1720,11022.9,19.99,4.59,4.82,19.42,29.5,13.56,4.05,9.82
407,30975,68695,1721,10905.2,22.66,5.21,5.23,22.69,28.8,16.92,3.72,10.36
408,31988,32625,1726,10137.9,30.75,6.09,3.75,22.72,31.1,7.32,7.3,15.9
409,31989,51803,1727,11000.7,29.3,5.8,3.4,22.3,31.2,6.4,10.3,19.6
410,31990,51804,1728,10491.3,30.9,5.5,3.4,21.3,32.0,4.4,10.6,22.0
411,31991,51805,1729,9817,NULL,5.2,3.5,21.2,32.0,3.0,10.6,22.6
412,31992,51806,1730,9817,29.2,4.7,4.7,27.0,37.1,NULL,9.62,20.55
413,31993,51807,1731,11256.5,29.2,4.7,4.7,27.0,41.1,NULL,10.15,19.78
414,31994,51808,1732,11400.6,23.9,5.1,4.4,25.0,40.1,13.8,9.35,19.16
415,31995,51809,1733,10496.2,24.21,4.9,4.44,22.14,37.2,12.92,7.81,13.95
416,31996,51810,1734,10749.2,24.9,5.13,5.13,23.85,34.4,13.62,6.25,10.99
417,31997,51811,1735,11992.2,24.9,5.13,5.13,23.85,36.9,13.62,5.85,9.06
418,31998,51812,1736,11656.9,25.46,5.01,5.04,22.1,43.0,13.54,6.15,8.73
419,31999,68703,1737,10711.8,29.98,5.91,5.81,27.96,39.0,15.31,6.51,8.56
420,34164,32812,1826,8160.7,17.29,4.05,3.89,33.14,30.6,11.66,5.3,25.5
421,34165,51973,1827,8106.7,16.9,4.0,3.8,35.3,31.0,10.3,7.3,26.0
422,34166,51974,1828,8879.4,18.3,4.5,3.2,NULL,35.2,14.4,7.4,23.5
423,34167,51975,1829,12183.6,17.1,4.2,3.3,NULL,35.2,15.7,7.8,26.0
424,34168,51976,1830,12183.6,18.8,4.5,3.7,39.2,36.3,19.1,7.55,23.69
425,34169,51977,1831,11281.5,18.8,4.5,3.7,39.2,36.0,19.1,7.65,24.04
426,34170,51978,1832,9876.3,21.7,4.8,4.4,22.3,36.7,13.3,6.01,22.49
427,34171,51979,1833,8353.3,22.06,4.9,4.31,20.35,34.2,12.33,5.05,15.93
428,34172,51980,1834,7913.8,22.44,4.92,5.04,20.78,31.8,12.98,3.88,11.36
429,34173,51981,1835,8091.5,22.44,4.92,5.04,20.78,31.8,12.98,3.58,9.99
430,34174,51982,1836,9296,21.75,4.66,4.77,19.01,32.0,13.25,3.38,9.63
431,34175,68720,1837,10846.6,24.13,5.2,5.15,25.26,39.5,17.08,3.51,9.02
432,34548,32845,1868,15305.4,21.22,3.93,5.08,20.24,35.8,10.04,6.7,12.4
433,34549,52003,1869,14681.5,21.5,4.2,5.4,22.1,38.2,10.6,9.0,18.3
434,34550,52004,1870,15772,21.1,4.3,5.5,21.6,39.3,12.1,9.5,19.1
435,34932,32878,1891,8310.9,21.93,5.32,4.61,25.06,28.6,11.65,4.8,24.3
436,34933,52033,1892,9164.9,22.5,5.2,4.3,27.2,31.9,11.9,7.1,27.4
437,34934,52034,1893,10693.8,23.1,4.6,3.9,26.2,37.6,10.2,7.5,22.5
438,34935,52035,1894,11004.1,22.9,4.5,4.4,27.8,37.6,11.2,8.3,25.7
439,34936,52036,1895,11004.1,23.5,4.1,4.0,28.4,33.1,10.8,7.74,24.63
440,34937,52037,1896,9687.2,23.5,4.1,4.0,28.4,32.5,10.8,7.87,23.93
441,34938,52038,1897,9794.9,23.1,5.0,4.6,23.2,32.0,13.2,6.42,23.84
442,34939,52039,1898,10064.9,22.81,5.18,4.47,21.41,36.7,12.38,5.99,16.19
443,34940,52040,1899,9199,23.9,5.13,5.06,21.26,33.8,13.13,4.9,13.56
444,34941,52041,1900,8972.1,23.9,5.13,5.06,21.26,34.5,13.13,4.49,12.14
445,34942,52042,1901,8879.6,23.88,4.98,5.17,20.48,33.6,12.92,4.16,12.98
446,34943,68726,1902,9450.4,27.18,5.68,5.47,25.16,35.9,15.89,4.17,12.22
447,35060,32889,1924,7905.8,19.41,3.46,3.15,25.75,29.6,12.16,4.5,18.4
448,35061,52043,1925,8167.4,20.3,3.4,3.0,24.6,31.1,11.8,7.0,22.6
449,35062,52044,1926,8486.6,19.1,4.0,2.9,24.9,31.9,12.6,7.7,20.8
450,35316,32911,1957,10135.7,14.85,3.36,3.41,20.03,27.0,14.34,4.4,16.5
451,35317,52063,1958,10187.5,14.3,3.3,3.3,19.4,28.3,15.6,6.2,20.3
452,35318,52064,1959,10112.5,14.7,3.3,3.4,19.5,32.1,15.4,7.0,16.0
453,35319,52065,1960,9373.7,15.2,3.2,3.4,19.7,32.1,16.3,7.2,18.3
454,35320,52066,1961,9373.7,15.2,3.2,3.3,19.2,33.1,15.9,6.63,18.34
455,35321,52067,1962,9170.4,15.2,3.2,3.3,19.2,32.9,15.9,6.87,16.82
456,35322,52068,1963,9288,17.7,3.9,3.8,20.2,31.5,15.5,5.6,17.13
457,35323,52069,1964,9595.3,20.33,4.1,4.13,18.46,31.7,14.91,4.73,12.63
458,35324,52070,1965,9510.3,19.43,4.38,4.64,18.92,32.3,16.0,3.57,10.0
459,35325,52071,1966,9482.7,19.43,4.38,4.64,18.92,32.7,16.0,3.38,7.95
460,35326,52072,1967,9586,19.19,3.99,3.99,18.18,33.2,15.28,3.49,7.66
461,35327,68729,1968,9605.4,22.53,4.58,4.55,18.71,33.9,17.63,3.4,8.34
462,35828,33087,2120,5910.4,13.51,3.1,3.46,13.43,19.3,15.07,6.2,15.7
463,35829,34623,2121,5855.1,14.3,3.0,3.3,12.8,19.5,17.8,10.7,16.9
464,35830,34624,2122,5689.7,15.1,3.1,3.4,11.9,20.3,18.8,11.3,14.6
465,35831,34625,2123,5141.3,15.1,3.0,3.4,11.9,20.3,19.7,10.4,15.1
466,35832,34626,2124,5141.3,14.5,3.0,3.2,10.6,20.7,19.4,9.02,14.83
467,35833,34627,2125,4886.7,14.5,3.0,3.2,10.6,20.5,19.4,7.41,14.74
468,35834,34628,2126,4885.7,13.0,3.4,3.3,10.6,20.0,16.3,5.88,14.42
469,35835,34629,2127,4767.5,11.13,2.97,3.2,9.87,20.0,16.95,4.74,9.6
470,35836,34630,2128,4660.1,12.69,3.05,3.35,10.67,18.9,19.59,4.24,6.04
471,35837,34631,2129,4497.5,12.69,3.05,3.35,10.67,19.1,19.59,3.64,5.26
472,35838,34632,2130,4408.6,12.41,3.01,3.18,9.73,19.4,19.89,3.0,5.78
473,35839,68905,2131,4341.2,14.97,3.81,3.99,11.12,22.2,18.0,2.92,4.98
474,36084,33109,2151,7165.9,17.53,3.78,3.5,NULL,26.1,NULL,7.7,15.2
475,36085,34643,2152,6939.5,19.4,4.6,4.2,NULL,24.6,NULL,11.7,17.5
476,36086,34644,2153,6916,17.5,4.2,4.1,NULL,24.7,15.2,13.4,15.9
477,36087,34645,2154,7504.4,17.9,4.4,4.4,24.7,24.7,16.0,12.8,15.8
478,36088,34646,2155,7504.4,17.5,4.0,4.2,21.2,23.0,17.8,11.76,15.05
479,36089,34647,2156,6601.7,17.5,4.0,4.2,21.2,24.8,17.8,9.87,15.25
480,36090,34648,2157,5775.7,12.7,3.5,3.5,12.6,26.6,18.7,8.35,16.07
481,36091,34649,2158,6117.9,12.61,3.47,3.53,11.49,25.5,19.06,6.64,10.41
482,36092,34650,2159,6213.5,13.07,3.35,3.6,11.04,25.3,19.17,5.89,6.9
483,36093,34651,2160,6101.4,13.07,3.35,3.6,11.04,24.2,19.17,4.9,6.0
484,36094,34652,2161,6363.9,13.1,3.44,3.74,10.83,29.7,21.11,4.01,6.2
485,36095,68907,2162,6203.9,16.72,4.33,4.49,15.9,30.1,24.73,3.84,6.01
486,36212,33120,2194,8502.6,13.85,4.03,3.62,18.8,25.1,13.89,8.4,16.3
487,36213,34653,2195,8669.6,12.9,4.0,3.8,18.6,24.4,15.9,12.5,20.8
488,36214,34654,2196,8636.6,14.2,4.3,4.3,20.9,24.8,16.9,13.9,17.9
489,36215,34655,2197,7944.2,14.7,4.3,4.2,19.1,24.8,18.8,13.6,19.0
490,36216,34656,2198,7944.2,17.3,4.5,4.5,19.2,24.3,20.4,12.24,19.84
491,36217,34657,2199,7650,17.3,4.5,4.5,19.2,24.4,20.4,10.04,19.31
492,36218,34658,2200,7436.8,15.2,4.2,4.2,15.0,25.2,19.9,8.65,17.11
493,36219,34659,2201,7438,16.39,4.31,4.1,14.51,25.9,20.92,7.21,13.08
494,36220,34660,2202,7285.5,16.27,4.02,4.15,14.16,25.4,18.94,6.54,8.09
495,36221,34661,2203,7604.9,16.27,4.02,4.15,14.16,25.4,18.94,5.74,7.1
496,36222,34662,2204,7784.5,17.45,4.21,4.35,13.77,27.2,20.21,4.96,7.16
497,36223,68908,2205,7577.9,18.85,4.72,5.07,16.65,30.2,21.82,5.12,7.66
498,36340,33131,2223,6806.4,13.78,4.46,2.27,NULL,22.7,NULL,8.7,18.9
499,36341,34663,2224,6456.3,16.4,4.0,3.0,NULL,24.4,NULL,14.1,19.3
500,36342,34664,2225,6266.6,14.2,4.1,2.9,NULL,26.1,23.3,15.6,15.7
501,36343,34665,2226,6938,16.1,3.8,3.5,20.2,26.1,23.2,14.6,16.5
502,36344,34666,2227,6938,21.4,4.3,4.3,19.1,25.8,23.9,13.03,15.47
503,36345,34667,2228,7101.2,21.4,4.3,4.3,19.1,24.3,23.9,10.43,16.48
504,36346,34668,2229,7536.8,11.8,3.3,3.5,11.6,25.3,18.2,8.08,16.19
505,36347,34669,2230,7209.5,12.4,3.61,3.71,11.75,23.5,19.09,6.45,10.63
506,36348,34670,2231,7306.2,12.84,3.44,3.68,11.74,25.8,18.29,5.63,7.14
507,36349,34671,2232,7329.3,12.84,3.44,3.68,11.74,24.5,18.29,4.73,6.27
508,36350,34672,2233,7345.9,12.33,3.45,3.92,10.95,30.5,20.18,3.96,7.33
509,36351,68909,2234,7867.4,16.08,4.24,4.72,15.59,28.3,23.43,3.79,7.39
510,36468,33142,2266,5545,NULL,NULL,NULL,NULL,24.2,NULL,14.0,25.8
511,36469,34673,2267,6258.7,NULL,NULL,NULL,NULL,24.6,NULL,18.3,29.7
512,36470,34674,2268,6407.8,NULL,3.8,1.7,NULL,24.5,NULL,20.4,24.2
513,36471,34675,2269,5945.1,NULL,2.7,2.4,NULL,24.5,NULL,20.4,24.2
514,36472,34676,2270,5945.1,NULL,2.9,2.6,NULL,22.6,NULL,19.97,24.34
515,36473,34677,2271,5942.6,NULL,2.9,2.6,NULL,22.3,NULL,18.44,22.8
516,36474,34678,2272,6254.6,20.8,4.3,4.0,14.3,23.7,17.7,17.46,24.21
517,36475,34679,2273,5432.4,20.22,4.2,3.91,13.0,25.4,18.03,15.35,16.9
518,36476,34680,2274,5746.5,19.47,3.89,3.87,12.36,26.8,18.41,15.53,12.27
519,36477,34681,2275,5676.9,19.47,3.89,3.87,12.36,27.8,18.41,14.34,10.73
520,36478,34682,2276,6556.3,19.42,3.99,4.02,12.22,40.5,20.12,12.93,10.73
521,36479,68910,2277,6576.1,24.19,4.84,4.66,15.59,39.0,19.58,12.8,11.52
522,36596,33153,2309,5600.1,14.49,3.41,3.79,13.97,22.2,16.7,6.2,15.8
523,36597,34683,2310,5543.9,14.7,3.6,3.9,12.8,24.6,18.6,10.3,17.6
524,36598,34684,2311,5364.5,14.9,3.4,3.6,13.0,24.4,18.6,11.2,13.5
525,36599,34685,2312,5257.4,14.1,3.3,3.6,12.6,24.4,18.8,10.4,14.3
526,36600,34686,2313,5257.4,13.8,3.3,3.4,11.6,23.7,18.4,8.99,13.74
527,36601,34687,2314,5040.1,13.8,3.3,3.4,11.6,22.4,18.4,7.39,13.78
528,36602,34688,2315,4880.3,13.8,3.6,3.5,11.0,22.9,17.4,6.16,13.99
529,36603,34689,2316,4712.1,12.05,3.3,3.46,10.62,25.0,18.02,5.01,9.82
530,36604,34690,2317,4702.8,12.14,3.16,3.4,10.47,24.2,16.28,4.43,6.52
531,36605,34691,2318,4643.1,12.14,3.16,3.4,10.47,25.2,16.28,3.8,5.94
532,36606,34692,2319,4623.5,12.3,3.08,3.63,9.94,24.0,19.6,3.15,5.9
533,36607,68911,2320,4619.2,14.92,3.85,4.09,11.21,25.1,18.27,3.07,5.89
534,36724,33164,2345,10283.1,NULL,6.41,6.39,NULL,26.8,NULL,8.8,15.2
535,36725,34693,2346,11079.4,NULL,6.3,6.9,NULL,28.5,NULL,12.2,19.5
536,36726,34694,2347,10312.3,NULL,6.6,5.5,NULL,27.4,10.3,13.3,23.3
537,36727,34695,2348,9670.6,NULL,NULL,NULL,NULL,27.4,8.7,13.4,16.2
538,36730,34698,2349,8718.8,17.2,4.3,4.0,16.1,27.2,19.1,10.18,16.68
539,36731,34699,2350,8297.8,17.77,4.4,4.12,15.39,25.5,18.76,8.6,12.73
540,36732,34700,2351,8127.9,17.51,4.03,4.08,15.15,24.5,19.24,7.45,8.11
541,37236,4190,4296,6943.3,17.87,3.7,3.27,22.47,24.3,18.07,5.5,16.0
542,37237,44993,4297,6711.1,17.7,3.7,3.4,22.4,24.3,18.7,9.0,20.1
543,37238,44994,4298,6521,16.8,3.7,3.4,22.4,24.8,18.4,10.2,21.7
544,37239,44995,4299,6371,16.5,3.5,3.5,21.4,24.8,18.8,9.7,23.0
545,37240,44996,4300,6371,16.6,3.5,3.6,21.6,25.0,18.9,9.25,21.6
546,37241,44997,4301,6234.5,16.6,3.5,3.6,21.6,24.9,18.9,7.54,21.93
547,37242,44998,4302,6480.6,15.8,3.5,3.3,18.1,25.8,18.5,5.71,20.92
548,37243,44999,4303,6506.1,15.87,3.64,3.37,17.11,26.3,18.16,4.33,15.34
549,37244,45000,4304,6359.5,14.83,3.49,3.51,18.07,27.1,19.68,3.63,12.6
550,37245,45001,4305,6436.2,14.83,3.49,3.51,18.07,26.8,19.68,3.06,11.96
551,37246,45002,4306,6436.7,16.64,3.48,3.78,16.32,27.8,18.92,3.47,11.03
552,37247,66926,4307,6320.2,18.13,3.89,4.01,18.39,28.6,19.91,2.93,10.56
553,37364,4201,4331,8101.1,12.9,3.23,2.72,15.16,19.2,10.96,5.3,17.0
554,37365,45003,4332,8214.7,15.6,3.2,2.6,15.1,21.0,12.6,6.9,21.9
555,37366,45004,4333,8177.5,13.6,3.3,2.9,15.5,20.6,14.1,7.6,21.3
556,37367,45005,4334,8017.4,13.6,3.4,3.1,17.3,20.6,12.3,8.1,20.4
557,37368,45006,4335,8017.4,15.3,3.5,3.1,17.3,20.5,14.0,9.13,20.02
558,37369,45007,4336,8496,15.3,3.5,3.1,17.3,21.3,14.0,8.16,18.63
559,37370,45008,4337,8705,20.0,4.2,3.7,16.6,22.8,17.0,7.09,19.14
560,37371,45009,4338,9035.2,19.9,4.26,3.94,18.37,23.0,17.08,5.16,15.75
561,37372,45010,4339,8342.1,20.36,4.05,4.07,17.14,20.9,16.96,4.12,12.88
562,37492,4212,4370,5594.5,11.98,2.78,3.1,18.77,19.5,16.4,5.0,16.8
563,37493,45013,4371,5551.7,11.7,2.8,3.2,18.4,18.6,17.2,7.7,19.7
564,37494,45014,4372,5501.6,11.1,2.8,3.1,17.5,19.6,17.4,8.8,16.7
565,37495,45015,4373,5592.2,11.6,2.9,3.2,16.4,19.6,17.2,8.2,18.3
566,37496,45016,4374,5592.2,12.0,2.8,3.2,15.4,20.7,17.5,7.76,17.75
567,37497,45017,4375,5309.1,12.0,2.8,3.2,15.4,21.2,17.5,6.49,17.59
568,37498,45018,4376,5245.7,11.6,3.0,3.1,13.9,21.0,19.4,4.9,16.44
569,37499,45019,4377,5237.9,12.11,3.16,3.31,14.85,21.4,17.14,3.72,12.15
570,37500,45020,4378,5253.4,11.98,2.72,3.24,13.45,21.8,19.85,3.13,9.37
571,37501,45021,4379,5344.3,11.98,2.72,3.24,13.45,21.9,19.85,2.78,8.53
572,37502,45022,4380,5338,11.68,3.07,3.5,13.26,22.1,17.88,3.22,8.53
573,37503,66928,4381,5344.4,13.59,3.33,3.84,15.02,22.7,18.91,2.69,8.91
574,37620,4223,4408,5046.8,NULL,2.5,2.6,21.42,16.6,15.28,5.2,25.3
575,37621,45023,4409,5846,NULL,2.2,2.7,24.1,15.7,16.3,8.0,27.0
576,37622,45024,4410,6269.6,13.3,2.1,2.9,21.6,17.0,13.3,10.2,22.4
577,37623,45025,4411,6442.3,12.2,2.6,3.7,19.5,17.0,15.1,9.2,21.6
578,37624,45026,4412,6442.3,14.4,2.5,3.7,20.4,17.0,16.5,9.37,20.27
579,37625,45027,4413,5188.2,14.4,2.5,3.7,20.4,16.6,16.5,7.88,21.04
580,37626,45028,4414,6077.4,11.6,3.1,3.1,14.1,16.2,16.6,5.98,23.35
581,37627,45029,4415,5978.1,13.07,3.46,3.42,14.18,16.5,15.31,4.04,16.57
582,37628,45030,4416,5855.2,12.59,3.3,3.38,13.9,18.0,16.38,3.34,13.23
583,37629,45031,4417,5192.7,12.59,3.3,3.38,13.9,19.4,16.38,3.0,13.68
584,37630,45032,4418,6069.4,13.83,3.44,3.75,13.48,23.9,15.93,3.41,12.92
585,37631,66929,4419,6560.2,13.71,3.3,3.68,15.49,24.2,20.46,3.17,13.44
586,38004,4256,4451,4441.5,8.4,2.55,2.58,13.4,12.5,17.45,4.2,20.4
